precision,recall
0.25403927417350236,1.0
0.2541024365987071,1.0
0.254165630440189,1.0
0.2544187204381379,1.0
0.2544820717131474,1.0
0.2545454545454545,1.0
0.2546723149763269,1.0
0.2547357926221336,1.0
0.2547993019197208,1.0
0.25486284289276806,1.0
0.2549264155649788,1.0
0.25499001996007986,1.0
0.25524475524475526,1.0
0.2553085186110417,1.0
0.2555,1.0
0.2555638909727432,1.0
0.2556278139069535,1.0
0.2558838257386079,1.0
0.2559479088404708,1.0
0.2560120240480962,1.0
0.2560761713856176,1.0
0.256140350877193,1.0
0.25620456254700424,1.0
0.25626880641925776,1.0
0.2563330825181841,1.0
0.25639739086803814,1.0
0.25646173149309914,1.0
0.2565261044176707,1.0
0.2565905096660808,1.0
0.25665494726268206,1.0
0.2567194172318513,1.0
0.25678391959798996,1.0
0.256848454385524,1.0
0.25691302161890395,1.0
0.256977621322605,1.0
0.25704225352112675,1.0
0.25710691823899373,1.0
0.2571716155007549,1.0
0.25723634533098416,1.0
0.25730110775427995,1.0
0.25743073047858944,1.0
0.25749559082892415,1.0
0.25756048387096775,1.0
0.2576254096294429,1.0
0.25769036812909735,1.0
0.25801565261297654,1.0
0.2580808080808081,1.0
0.25814599646375347,1.0
0.258211217786761,1.0
0.25945671490225947,1.0
0.2595226003047232,1.0
0.25958851917703835,1.0
0.2598525298754132,1.0
0.2599186164801628,1.0
0.25998473670821676,1.0
0.2601170781369305,1.0
0.26018329938900203,1.0
0.26024955436720143,1.0
0.26038216560509553,1.0
0.2604485219164118,1.0
0.26051491205709915,1.0
0.2605813360530342,1.0
0.2606477939301199,1.0
0.26071428571428573,1.0
0.2607808114314876,1.0
0.2609805924412666,1.0
0.2610472541507024,1.0
0.2611139499233521,1.0
0.26118067978533094,1.0
0.2612474437627812,1.0
0.26131424188187163,1.0
0.26138107416879797,1.0
0.26144794064978255,1.0
0.2615148413510747,1.0
0.2615817762989506,1.0
0.2616487455197133,1.0
0.2617157490396927,1.0
0.2617827868852459,1.0
0.26198410663932326,1.0
0.26205128205128203,1.0
0.2621184919210054,1.0
0.26218573627501285,1.0
0.26225301513985116,1.0
0.26232032854209447,1.0
0.26238767650834405,1.0
0.26245505906522854,1.0
0.26286008230452673,1.0
0.26292770774376123,1.0
0.26299536798764794,1.0
0.26306306306306304,1.0
0.2631307929969104,1.0
0.26319855781612156,1.0
0.26326635754765587,1.0
0.2633341922185004,1.0
0.2634020618556701,1.0
0.2634699664862078,1.0
0.26353790613718414,1.0
0.2636058808356977,1.0
0.26367389060887514,1.0
0.263741935483871,1.0
0.2638100154878678,1.0
0.2638781306480764,1.0
0.26394628099173556,1.0
0.26408268733850127,1.0
0.2641509433962264,1.0
